1992	1992/09/09	11
2000	2000/06/06	26
2002	2002/07/07	40
2004	2004/10/20	54
2005	2005/10/28	74
2006	2006/11/18	81
2007	2007/08/28	54
2008	2008/04/20	54
2009	2009/08/09	133
2010	2010/07/29	47
2011	2011/08/26	55
2012	2012/03/05	32
2013	2013/06/19	66
2014	2014/09/23	50
2015	2015/06/05	13
2016	2016/04/26	8
2017	2017/04/16	52
