1992	1992/09/14	14
1999	1999/06/07	4
2000	2000/06/06	28
2002	2002/07/07	37
2004	2004/10/20	53
2005	2005/10/28	79
2006	2006/11/18	81
2007	2007/08/28	54
2008	2008/04/20	54
2009	2009/08/09	134
2010	2010/07/29	48
2011	2011/08/26	61
2012	2012/03/05	38
2013	2013/06/19	81
2014	2014/10/20	65
2015	2015/11/01	72
2016	2016/12/15	71
2017	2017/04/16	22
